image,label
ISIC_0027629,2
ISIC_0027631,2
ISIC_0027675,2
ISIC_0027677,2
ISIC_0027704,2
ISIC_0027722,2
ISIC_0027744,2
ISIC_0027759,2
ISIC_0027774,2
ISIC_0027786,2
ISIC_0027788,2
ISIC_0027814,2
ISIC_0027819,2
ISIC_0027825,2
ISIC_0027846,2
ISIC_0027851,2
ISIC_0027858,2
ISIC_0027865,2
ISIC_0027915,2
ISIC_0027920,2
ISIC_0027966,2
ISIC_0027976,2
ISIC_0027998,2
ISIC_0028035,2
ISIC_0028050,2
ISIC_0028059,2
ISIC_0028079,2
ISIC_0028084,2
ISIC_0028085,2
ISIC_0028095,2
ISIC_0028106,2
ISIC_0028107,2
ISIC_0028113,2
ISIC_0028122,2
ISIC_0028147,2
ISIC_0028155,2
ISIC_0028168,2
ISIC_0028197,2
ISIC_0028238,2
ISIC_0028283,2
ISIC_0028303,2
ISIC_0028316,2
ISIC_0028323,2
ISIC_0028329,2
ISIC_0028350,2
ISIC_0028419,2
ISIC_0028457,2
ISIC_0028486,2
ISIC_0028495,2
ISIC_0028542,2
ISIC_0028556,2
ISIC_0028568,2
ISIC_0028570,2
ISIC_0028577,2
ISIC_0028583,2
ISIC_0028652,2
ISIC_0028653,2
ISIC_0028670,2
ISIC_0028671,2
ISIC_0028677,2
ISIC_0028687,2
ISIC_0028688,2
ISIC_0028693,2
ISIC_0028719,2
ISIC_0028728,2
ISIC_0028739,2
ISIC_0028747,2
ISIC_0028765,2
ISIC_0028807,2
ISIC_0028814,2
ISIC_0028815,2
ISIC_0028818,2
ISIC_0028858,2
ISIC_0028871,2
ISIC_0028877,2
ISIC_0028890,2
ISIC_0028928,2
ISIC_0028937,2
ISIC_0028964,2
ISIC_0028973,2
ISIC_0028978,2
ISIC_0028980,2
ISIC_0028989,2
ISIC_0028994,2
ISIC_0029020,2
ISIC_0029034,2
ISIC_0029035,2
ISIC_0029053,2
ISIC_0029082,2
ISIC_0029083,2
ISIC_0029123,2
ISIC_0029129,2
ISIC_0029192,2
ISIC_0029193,2
ISIC_0029201,2
ISIC_0029220,2
ISIC_0029230,2
ISIC_0029263,2
ISIC_0029278,2
ISIC_0029323,2
ISIC_0029331,2
ISIC_0029337,2
ISIC_0029341,2
ISIC_0029342,2
ISIC_0029352,2
ISIC_0029372,2
ISIC_0029391,2
ISIC_0029392,2
ISIC_0029412,2
ISIC_0029466,2
ISIC_0029489,2
ISIC_0029501,2
ISIC_0029515,2
ISIC_0029524,2
ISIC_0029539,2
ISIC_0029545,2
ISIC_0029546,2
ISIC_0029564,2
ISIC_0029602,2
ISIC_0029644,2
ISIC_0029647,2
ISIC_0029655,2
ISIC_0029669,2
ISIC_0029680,2
ISIC_0029745,2
ISIC_0029747,2
ISIC_0029755,2
ISIC_0029779,2
ISIC_0029805,2
ISIC_0029820,2
ISIC_0029831,2
ISIC_0029847,2
ISIC_0029856,2
ISIC_0029857,2
ISIC_0029899,2
ISIC_0029917,2
ISIC_0029919,2
ISIC_0029951,2
ISIC_0029974,2
ISIC_0030010,2
ISIC_0030094,2
ISIC_0030096,2
ISIC_0030114,2
ISIC_0030138,2
ISIC_0030145,2
ISIC_0030177,2
ISIC_0030181,2
ISIC_0030197,2
ISIC_0030230,2
ISIC_0030233,2
ISIC_0030249,2
ISIC_0030261,2
ISIC_0030271,2
ISIC_0030314,2
ISIC_0030335,2
ISIC_0030339,2
ISIC_0030349,2
ISIC_0030352,2
ISIC_0030403,2
ISIC_0030446,2
ISIC_0030452,2
ISIC_0030511,2
ISIC_0030514,2
ISIC_0030526,2
ISIC_0030528,2
ISIC_0030574,2
ISIC_0030594,2
ISIC_0030644,2
ISIC_0030659,2
ISIC_0030687,2
ISIC_0030690,2
ISIC_0030712,2
ISIC_0030737,2
ISIC_0030746,2
ISIC_0030755,2
ISIC_0030766,2
ISIC_0030767,2
ISIC_0030778,2
ISIC_0030782,2
ISIC_0030800,2
ISIC_0030813,2
ISIC_0030868,2
ISIC_0030893,2
ISIC_0030915,2
ISIC_0030954,2
ISIC_0030964,2
ISIC_0031007,2
ISIC_0031009,2
ISIC_0031026,2
ISIC_0031041,2
ISIC_0031056,2
ISIC_0031057,2
ISIC_0031062,2
ISIC_0031063,2
ISIC_0031095,2
ISIC_0031122,2
ISIC_0031140,2
ISIC_0031154,2
ISIC_0031166,2
ISIC_0031169,2
ISIC_0031171,2
ISIC_0031175,2
ISIC_0031225,2
ISIC_0031236,2
ISIC_0031243,2
ISIC_0031245,2
ISIC_0031258,2
ISIC_0031263,2
ISIC_0031266,2
ISIC_0031272,2
ISIC_0031284,2
ISIC_0031294,2
ISIC_0031298,2
ISIC_0031318,2
ISIC_0031351,2
ISIC_0031378,2
ISIC_0031384,2
ISIC_0031400,2
ISIC_0031407,2
ISIC_0031413,2
ISIC_0031442,2
ISIC_0031450,2
ISIC_0031470,2
ISIC_0031489,2
ISIC_0031513,2
ISIC_0031520,2
ISIC_0031526,2
ISIC_0031527,2
ISIC_0031531,2
ISIC_0031539,2
ISIC_0031552,2
ISIC_0031569,2
ISIC_0031585,2
ISIC_0031597,2
ISIC_0031614,2
ISIC_0031640,2
ISIC_0031643,2
ISIC_0031651,2
ISIC_0031697,2
ISIC_0031698,2
ISIC_0031712,2
ISIC_0031721,2
ISIC_0031728,2
ISIC_0031749,2
ISIC_0031762,2
ISIC_0031789,2
ISIC_0031824,2
ISIC_0031836,2
ISIC_0031925,2
ISIC_0031943,2
ISIC_0031971,2
ISIC_0031976,2
ISIC_0031986,2
ISIC_0032022,2
ISIC_0032030,2
ISIC_0032061,2
ISIC_0032092,2
ISIC_0032132,2
ISIC_0032139,2
ISIC_0032146,2
ISIC_0032164,2
ISIC_0032174,2
ISIC_0032185,2
ISIC_0032194,2
ISIC_0032222,2
ISIC_0032225,2
ISIC_0032246,2
ISIC_0032290,2
ISIC_0032302,2
ISIC_0032307,2
ISIC_0032314,2
ISIC_0032316,2
ISIC_0032318,2
ISIC_0032384,2
ISIC_0032414,2
ISIC_0032415,2
ISIC_0032429,2
ISIC_0032439,2
ISIC_0032461,2
ISIC_0032482,2
ISIC_0032497,2
ISIC_0032536,2
ISIC_0032611,2
ISIC_0032652,2
ISIC_0032660,2
ISIC_0032696,2
ISIC_0032727,2
ISIC_0032741,2
ISIC_0032768,2
ISIC_0032777,2
ISIC_0032799,2
ISIC_0032808,2
ISIC_0032816,2
ISIC_0032834,2
ISIC_0032850,2
ISIC_0032857,2
ISIC_0032894,2
ISIC_0032906,2
ISIC_0032959,2
ISIC_0032991,2
ISIC_0033001,2
ISIC_0033012,2
ISIC_0033019,2
ISIC_0033020,2
ISIC_0033054,2
ISIC_0033146,2
ISIC_0033203,2
ISIC_0033205,2
ISIC_0033218,2
ISIC_0033248,2
ISIC_0033257,2
ISIC_0033271,2
ISIC_0033301,2
ISIC_0033354,2
ISIC_0033366,2
ISIC_0033372,2
ISIC_0033468,2
ISIC_0033483,2
ISIC_0033499,2
ISIC_0033504,2
ISIC_0033551,2
ISIC_0033571,2
ISIC_0033575,2
ISIC_0033579,2
ISIC_0033609,2
ISIC_0033666,2
ISIC_0033720,2
ISIC_0033747,2
ISIC_0033979,2
ISIC_0034015,2
ISIC_0034026,2
ISIC_0034047,2
ISIC_0034058,2
ISIC_0034066,2
ISIC_0034093,2
ISIC_0034095,2
ISIC_0034119,2
ISIC_0034123,2
ISIC_0034143,2
ISIC_0034155,2
ISIC_0034160,2
ISIC_0034161,2
ISIC_0034223,2
ISIC_0034255,2
ISIC_0034276,2
ISIC_0034299,2
ISIC_0034306,2
ISIC_0024329,3
ISIC_0024372,3
ISIC_0024418,3
ISIC_0024450,3
ISIC_0024463,3
ISIC_0024468,3
ISIC_0024470,3
ISIC_0024511,3
ISIC_0024517,3
ISIC_0024522,3
ISIC_0024539,3
ISIC_0024562,3
ISIC_0024575,3
ISIC_0024579,3
ISIC_0024646,3
ISIC_0024654,3
ISIC_0024707,3
ISIC_0024710,3
ISIC_0024763,3
ISIC_0024771,3
ISIC_0024800,3
ISIC_0024843,3
ISIC_0024913,3
ISIC_0024923,3
ISIC_0024925,3
ISIC_0024946,3
ISIC_0024948,3
ISIC_0025029,3
ISIC_0025069,3
ISIC_0025089,3
ISIC_0025130,3
ISIC_0025178,3
ISIC_0025182,3
ISIC_0025196,3
ISIC_0025247,3
ISIC_0025264,3
ISIC_0025319,3
ISIC_0025331,3
ISIC_0025350,3
ISIC_0025358,3
ISIC_0025368,3
ISIC_0025411,3
ISIC_0025427,3
ISIC_0025471,3
ISIC_0025539,3
ISIC_0025577,3
ISIC_0025605,3
ISIC_0025637,3
ISIC_0025696,3
ISIC_0025712,3
ISIC_0025780,3
ISIC_0025790,3
ISIC_0025803,3
ISIC_0025808,3
ISIC_0025811,3
ISIC_0025825,3
ISIC_0025831,3
ISIC_0025948,3
ISIC_0025953,3
ISIC_0025957,3
ISIC_0025992,3
ISIC_0026014,3
ISIC_0026040,3
ISIC_0026083,3
ISIC_0026100,3
ISIC_0026132,3
ISIC_0026138,3
ISIC_0026149,3
ISIC_0026152,3
ISIC_0026171,3
ISIC_0026178,3
ISIC_0026194,3
ISIC_0026203,3
ISIC_0026206,3
ISIC_0026212,3
ISIC_0026319,3
ISIC_0026327,3
ISIC_0026362,3
ISIC_0026388,3
ISIC_0026411,3
ISIC_0026457,3
ISIC_0026466,3
ISIC_0026468,3
ISIC_0026492,3
ISIC_0026522,3
ISIC_0026525,3
ISIC_0026549,3
ISIC_0026575,3
ISIC_0026625,3
ISIC_0026626,3
ISIC_0026645,3
ISIC_0026650,3
ISIC_0026702,3
ISIC_0026709,3
ISIC_0026720,3
ISIC_0026729,3
ISIC_0026765,3
ISIC_0026848,3
ISIC_0026857,3
ISIC_0026872,3
ISIC_0026905,3
ISIC_0026927,3
ISIC_0026981,3
ISIC_0026984,3
ISIC_0026992,3
ISIC_0027047,3
ISIC_0027084,3
ISIC_0027172,3
ISIC_0027178,3
ISIC_0027184,3
ISIC_0027231,3
ISIC_0027254,3
ISIC_0027294,3
ISIC_0027303,3
ISIC_0027334,3
ISIC_0027343,3
ISIC_0027447,3
ISIC_0027452,3
ISIC_0027506,3
ISIC_0027529,3
ISIC_0027536,3
ISIC_0027550,3
ISIC_0027562,3
ISIC_0027577,3
ISIC_0027580,3
ISIC_0027588,3
ISIC_0027615,3
ISIC_0027650,3
ISIC_0027668,3
ISIC_0027678,3
ISIC_0027700,3
ISIC_0027708,3
ISIC_0027719,3
ISIC_0027753,3
ISIC_0027767,3
ISIC_0027795,3
ISIC_0027802,3
ISIC_0027829,3
ISIC_0027884,3
ISIC_0027896,3
ISIC_0027930,3
ISIC_0027950,3
ISIC_0027958,3
ISIC_0028063,3
ISIC_0028076,3
ISIC_0028132,3
ISIC_0028158,3
ISIC_0028190,3
ISIC_0028224,3
ISIC_0028231,3
ISIC_0028232,3
ISIC_0028314,3
ISIC_0028335,3
ISIC_0028370,3
ISIC_0028372,3
ISIC_0028381,3
ISIC_0028393,3
ISIC_0028499,3
ISIC_0028517,3
ISIC_0028558,3
ISIC_0028619,3
ISIC_0028644,3
ISIC_0028659,3
ISIC_0028730,3
ISIC_0028763,3
ISIC_0028795,3
ISIC_0028816,3
ISIC_0028820,3
ISIC_0028854,3
ISIC_0028872,3
ISIC_0028941,3
ISIC_0028990,3
ISIC_0029002,3
ISIC_0029025,3
ISIC_0029041,3
ISIC_0029043,3
ISIC_0029059,3
ISIC_0029067,3
ISIC_0029133,3
ISIC_0029141,3
ISIC_0029210,3
ISIC_0029268,3
ISIC_0029279,3
ISIC_0029309,3
ISIC_0029315,3
ISIC_0029360,3
ISIC_0029362,3
ISIC_0029371,3
ISIC_0029417,3
ISIC_0029460,3
ISIC_0029462,3
ISIC_0029500,3
ISIC_0029533,3
ISIC_0029541,3
ISIC_0029549,3
ISIC_0029563,3
ISIC_0029567,3
ISIC_0029573,3
ISIC_0029582,3
ISIC_0029598,3
ISIC_0029610,3
ISIC_0029634,3
ISIC_0029638,3
ISIC_0029659,3
ISIC_0029713,3
ISIC_0029715,3
ISIC_0029781,3
ISIC_0029811,3
ISIC_0029827,3
ISIC_0029830,3
ISIC_0029840,3
ISIC_0029851,3
ISIC_0029860,3
ISIC_0029900,3
ISIC_0029915,3
ISIC_0029930,3
ISIC_0029932,3
ISIC_0030036,3
ISIC_0030076,3
ISIC_0030133,3
ISIC_0030142,3
ISIC_0030143,3
ISIC_0030158,3
ISIC_0030175,3
ISIC_0030191,3
ISIC_0030242,3
ISIC_0030245,3
ISIC_0030280,3
ISIC_0030297,3
ISIC_0030341,3
ISIC_0030344,3
ISIC_0030375,3
ISIC_0030387,3
ISIC_0030408,3
ISIC_0030463,3
ISIC_0030487,3
ISIC_0030491,3
ISIC_0030549,3
ISIC_0030586,3
ISIC_0030591,3
ISIC_0030602,3
ISIC_0030655,3
ISIC_0030707,3
ISIC_0030714,3
ISIC_0030730,3
ISIC_0030785,3
ISIC_0030794,3
ISIC_0030803,3
ISIC_0030821,3
ISIC_0030825,3
ISIC_0030826,3
ISIC_0030827,3
ISIC_0030844,3
ISIC_0030877,3
ISIC_0030953,3
ISIC_0030986,3
ISIC_0030991,3
ISIC_0031012,3
ISIC_0031040,3
ISIC_0031043,3
ISIC_0031044,3
ISIC_0031108,3
ISIC_0031119,3
ISIC_0031191,3
ISIC_0031198,3
ISIC_0031211,3
ISIC_0031228,3
ISIC_0031286,3
ISIC_0031292,3
ISIC_0031335,3
ISIC_0031381,3
ISIC_0031421,3
ISIC_0031430,3
ISIC_0031431,3
ISIC_0031506,3
ISIC_0031570,3
ISIC_0031578,3
ISIC_0031609,3
ISIC_0031659,3
ISIC_0031672,3
ISIC_0031692,3
ISIC_0031738,3
ISIC_0031743,3
ISIC_0031823,3
ISIC_0031852,3
ISIC_0031874,3
ISIC_0031918,3
ISIC_0031922,3
ISIC_0031927,3
ISIC_0031929,3
ISIC_0031940,3
ISIC_0031993,3
ISIC_0032014,3
ISIC_0032135,3
ISIC_0032154,3
ISIC_0032173,3
ISIC_0032199,3
ISIC_0032203,3
ISIC_0032206,3
ISIC_0032238,3
ISIC_0032277,3
ISIC_0032329,3
ISIC_0032349,3
ISIC_0032356,3
ISIC_0032371,3
ISIC_0032397,3
ISIC_0032404,3
ISIC_0032422,3
ISIC_0032437,3
ISIC_0032455,3
ISIC_0032854,3
ISIC_0032897,3
ISIC_0032947,3
ISIC_0033000,3
ISIC_0033084,3
ISIC_0033151,3
ISIC_0033295,3
ISIC_0033358,3
ISIC_0033413,3
ISIC_0033456,3
ISIC_0033494,3
ISIC_0033536,3
ISIC_0033550,3
ISIC_0033705,3
ISIC_0033811,3
ISIC_0033866,3
ISIC_0033869,3
ISIC_0024312,4
ISIC_0024324,4
ISIC_0024336,4
ISIC_0024337,4
ISIC_0024338,4
ISIC_0024358,4
ISIC_0024371,4
ISIC_0024381,4
ISIC_0024382,4
ISIC_0024383,4
ISIC_0024408,4
ISIC_0024409,4
ISIC_0024412,4
ISIC_0024420,4
ISIC_0024422,4
ISIC_0024426,4
ISIC_0024435,4
ISIC_0024445,4
ISIC_0024446,4
ISIC_0024453,4
ISIC_0024471,4
ISIC_0024477,4
ISIC_0024489,4
ISIC_0024490,4
ISIC_0024494,4
ISIC_0024495,4
ISIC_0024498,4
ISIC_0024505,4
ISIC_0024547,4
ISIC_0024581,4
ISIC_0024592,4
ISIC_0024602,4
ISIC_0024612,4
ISIC_0024623,4
ISIC_0024626,4
ISIC_0024635,4
ISIC_0024643,4
ISIC_0024672,4
ISIC_0024676,4
ISIC_0024696,4
ISIC_0024705,4
ISIC_0024708,4
ISIC_0024709,4
ISIC_0024711,4
ISIC_0024726,4
ISIC_0024740,4
ISIC_0024741,4
ISIC_0024748,4
ISIC_0024758,4
ISIC_0024760,4
ISIC_0024761,4
ISIC_0024770,4
ISIC_0024772,4
ISIC_0024773,4
ISIC_0024774,4
ISIC_0024782,4
ISIC_0024786,4
ISIC_0024814,4
ISIC_0024825,4
ISIC_0024832,4
ISIC_0024839,4
ISIC_0024850,4
ISIC_0024851,4
ISIC_0024871,4
ISIC_0024877,4
ISIC_0024880,4
ISIC_0024881,4
ISIC_0024883,4
ISIC_0024890,4
ISIC_0024893,4
ISIC_0024909,4
ISIC_0024910,4
ISIC_0024915,4
ISIC_0024943,4
ISIC_0024947,4
ISIC_0024970,4
ISIC_0024971,4
ISIC_0024981,4
ISIC_0024982,4
ISIC_0024997,4
ISIC_0025005,4
ISIC_0025016,4
ISIC_0025030,4
ISIC_0025032,4
ISIC_0025033,4
ISIC_0025038,4
ISIC_0025040,4
ISIC_0025063,4
ISIC_0025064,4
ISIC_0025066,4
ISIC_0025068,4
ISIC_0025075,4
ISIC_0025076,4
ISIC_0025083,4
ISIC_0025086,4
ISIC_0025099,4
ISIC_0025103,4
ISIC_0025113,4
ISIC_0025131,4
ISIC_0025136,4
ISIC_0025140,4
ISIC_0025157,4
ISIC_0025180,4
ISIC_0025199,4
ISIC_0025209,4
ISIC_0025222,4
ISIC_0025275,4
ISIC_0025276,4
ISIC_0025286,4
ISIC_0025292,4
ISIC_0025297,4
ISIC_0025312,4
ISIC_0025326,4
ISIC_0025330,4
ISIC_0025337,4
ISIC_0025339,4
ISIC_0025345,4
ISIC_0025351,4
ISIC_0025366,4
ISIC_0025374,4
ISIC_0025376,4
ISIC_0025378,4
ISIC_0025387,4
ISIC_0025388,4
ISIC_0025389,4
ISIC_0025392,4
ISIC_0025419,4
ISIC_0025431,4
ISIC_0025434,4
ISIC_0025454,4
ISIC_0025465,4
ISIC_0025466,4
ISIC_0025470,4
ISIC_0025484,4
ISIC_0025485,4
ISIC_0025507,4
ISIC_0025510,4
ISIC_0025515,4
ISIC_0025519,4
ISIC_0025526,4
ISIC_0025529,4
ISIC_0025548,4
ISIC_0025554,4
ISIC_0025567,4
ISIC_0025575,4
ISIC_0025583,4
ISIC_0025623,4
ISIC_0025627,4
ISIC_0025642,4
ISIC_0025654,4
ISIC_0025656,4
ISIC_0025659,4
ISIC_0025661,4
ISIC_0025693,4
ISIC_0025699,4
ISIC_0025703,4
ISIC_0025710,4
ISIC_0025716,4
ISIC_0025719,4
ISIC_0025743,4
ISIC_0025746,4
ISIC_0025753,4
ISIC_0025758,4
ISIC_0025767,4
ISIC_0025777,4
ISIC_0025781,4
ISIC_0025799,4
ISIC_0025804,4
ISIC_0025805,4
ISIC_0025810,4
ISIC_0025819,4
ISIC_0025830,4
ISIC_0025837,4
ISIC_0025838,4
ISIC_0025842,4
ISIC_0025851,4
ISIC_0025856,4
ISIC_0025867,4
ISIC_0025874,4
ISIC_0025876,4
ISIC_0025879,4
ISIC_0025883,4
ISIC_0025885,4
ISIC_0025906,4
ISIC_0025915,4
ISIC_0025928,4
ISIC_0025937,4
ISIC_0025939,4
ISIC_0025973,4
ISIC_0025982,4
ISIC_0025984,4
ISIC_0025985,4
ISIC_0025986,4
ISIC_0026015,4
ISIC_0026016,4
ISIC_0026018,4
ISIC_0026042,4
ISIC_0026044,4
ISIC_0026046,4
ISIC_0026060,4
ISIC_0026069,4
ISIC_0026070,4
ISIC_0026072,4
ISIC_0026085,4
ISIC_0026104,4
ISIC_0026107,4
ISIC_0026135,4
ISIC_0026139,4
ISIC_0026142,4
ISIC_0026153,4
ISIC_0026159,4
ISIC_0026174,4
ISIC_0026205,4
ISIC_0026219,4
ISIC_0026245,4
ISIC_0026248,4
ISIC_0026249,4
ISIC_0026262,4
ISIC_0026263,4
ISIC_0026265,4
ISIC_0026273,4
ISIC_0026276,4
ISIC_0026277,4
ISIC_0026280,4
ISIC_0026286,4
ISIC_0026290,4
ISIC_0026291,4
ISIC_0026298,4
ISIC_0026301,4
ISIC_0026311,4
ISIC_0026316,4
ISIC_0026335,4
ISIC_0026351,4
ISIC_0026365,4
ISIC_0026378,4
ISIC_0026409,4
ISIC_0026416,4
ISIC_0026422,4
ISIC_0026441,4
ISIC_0026443,4
ISIC_0026444,4
ISIC_0026446,4
ISIC_0026477,4
ISIC_0026481,4
ISIC_0026493,4
ISIC_0026511,4
ISIC_0026514,4
ISIC_0026523,4
ISIC_0026524,4
ISIC_0026526,4
ISIC_0026530,4
ISIC_0026532,4
ISIC_0026538,4
ISIC_0026539,4
ISIC_0026553,4
ISIC_0026556,4
ISIC_0026566,4
ISIC_0026567,4
ISIC_0026576,4
ISIC_0026590,4
ISIC_0026606,4
ISIC_0026607,4
ISIC_0026614,4
ISIC_0026623,4
ISIC_0026631,4
ISIC_0026634,4
ISIC_0026637,4
ISIC_0026644,4
ISIC_0026661,4
ISIC_0026663,4
ISIC_0026675,4
ISIC_0026679,4
ISIC_0026704,4
ISIC_0026714,4
ISIC_0026717,4
ISIC_0026728,4
ISIC_0026737,4
ISIC_0026744,4
ISIC_0026769,4
ISIC_0026775,4
ISIC_0026783,4
ISIC_0026787,4
ISIC_0026790,4
ISIC_0026794,4
ISIC_0026803,4
ISIC_0026827,4
ISIC_0026835,4
ISIC_0026842,4
ISIC_0026843,4
ISIC_0026844,4
ISIC_0026846,4
ISIC_0026849,4
ISIC_0026861,4
ISIC_0026867,4
ISIC_0026871,4
ISIC_0026893,4
ISIC_0026895,4
ISIC_0026907,4
ISIC_0026912,4
ISIC_0026923,4
ISIC_0026941,4
ISIC_0026947,4
ISIC_0026955,4
ISIC_0026958,4
ISIC_0026959,4
ISIC_0026961,4
ISIC_0026967,4
ISIC_0027006,4
ISIC_0027017,4
ISIC_0027018,4
ISIC_0027023,4
ISIC_0027025,4
ISIC_0027026,4
ISIC_0027027,4
ISIC_0027037,4
ISIC_0027041,4
ISIC_0027042,4
ISIC_0027053,4
ISIC_0027064,4
ISIC_0027068,4
ISIC_0027083,4
ISIC_0027094,4
ISIC_0027139,4
ISIC_0027142,4
ISIC_0027151,4
ISIC_0027154,4
ISIC_0027162,4
ISIC_0027167,4
ISIC_0027192,4
ISIC_0027194,4
ISIC_0027202,4
ISIC_0027218,4
ISIC_0027219,4
ISIC_0027239,4
ISIC_0027270,4
ISIC_0027275,4
ISIC_0027279,4
ISIC_0027287,4
ISIC_0027295,4
ISIC_0027310,4
ISIC_0027320,4
ISIC_0027326,4
ISIC_0027332,4
ISIC_0027335,4
ISIC_0027344,4
ISIC_0027354,4
ISIC_0027355,4
ISIC_0027367,4
ISIC_0027370,4
ISIC_0027374,4
ISIC_0027388,4
ISIC_0027392,4
ISIC_0027394,4
ISIC_0027419,4
ISIC_0027428,4
ISIC_0027435,4
ISIC_0027437,4
ISIC_0027451,4
ISIC_0027454,4
ISIC_0027455,4
ISIC_0027463,4
ISIC_0027470,4
ISIC_0027504,4
ISIC_0027509,4
ISIC_0027513,4
ISIC_0027527,4
ISIC_0027533,4
ISIC_0027559,4
ISIC_0027584,4
ISIC_0027606,4
ISIC_0027608,4
ISIC_0027612,4
ISIC_0027649,4
ISIC_0027652,4
ISIC_0027680,4
ISIC_0027681,4
ISIC_0027706,4
ISIC_0027710,4
ISIC_0027713,4
ISIC_0027735,4
ISIC_0027737,4
ISIC_0027739,4
ISIC_0027747,4
ISIC_0027754,4
ISIC_0027760,4
ISIC_0027770,4
ISIC_0027771,4
ISIC_0027780,4
ISIC_0027781,4
ISIC_0027796,4
ISIC_0027801,4
ISIC_0027806,4
ISIC_0027811,4
ISIC_0027815,4
ISIC_0027820,4
ISIC_0027826,4
ISIC_0027828,4
ISIC_0027831,4
ISIC_0027850,4
ISIC_0027859,4
ISIC_0027875,4
ISIC_0027893,4
ISIC_0027905,4
ISIC_0027916,4
ISIC_0027953,4
ISIC_0027954,4
ISIC_0027957,4
ISIC_0027960,4
ISIC_0027967,4
ISIC_0027969,4
ISIC_0027973,4
ISIC_0027982,4
ISIC_0027989,4
ISIC_0027990,4
ISIC_0027991,4
ISIC_0027996,4
ISIC_0028020,4
ISIC_0028043,4
ISIC_0028052,4
ISIC_0028080,4
ISIC_0028094,4
ISIC_0028100,4
ISIC_0028104,4
ISIC_0028120,4
ISIC_0028121,4
ISIC_0028123,4
ISIC_0028124,4
ISIC_0028165,4
ISIC_0028180,4
ISIC_0028200,4
ISIC_0028201,4
ISIC_0028209,4
ISIC_0028223,4
ISIC_0028229,4
ISIC_0028233,4
ISIC_0028236,4
ISIC_0028237,4
ISIC_0028254,4
ISIC_0028258,4
ISIC_0028264,4
ISIC_0028294,4
ISIC_0028308,4
ISIC_0028309,4
ISIC_0028331,4
ISIC_0028336,4
ISIC_0028343,4
ISIC_0028347,4
ISIC_0028354,4
ISIC_0028376,4
ISIC_0028386,4
ISIC_0028388,4
ISIC_0028389,4
ISIC_0028404,4
ISIC_0028411,4
ISIC_0028414,4
ISIC_0028448,4
ISIC_0028449,4
ISIC_0028451,4
ISIC_0028473,4
ISIC_0028479,4
ISIC_0028490,4
ISIC_0028496,4
ISIC_0028497,4
ISIC_0028503,4
ISIC_0028511,4
ISIC_0028525,4
ISIC_0028550,4
ISIC_0028555,4
ISIC_0028560,4
ISIC_0028587,4
ISIC_0028593,4
ISIC_0028607,4
ISIC_0028611,4
ISIC_0028615,4
ISIC_0028622,4
ISIC_0028623,4
ISIC_0028628,4
ISIC_0028640,4
ISIC_0028646,4
ISIC_0028650,4
ISIC_0028656,4
ISIC_0028662,4
ISIC_0028681,4
ISIC_0028701,4
ISIC_0028702,4
ISIC_0028707,4
ISIC_0028710,4
ISIC_0028749,4
ISIC_0028750,4
ISIC_0028774,4
ISIC_0028792,4
ISIC_0028797,4
ISIC_0028822,4
ISIC_0028826,4
ISIC_0028830,4
ISIC_0028840,4
ISIC_0028842,4
ISIC_0028846,4
ISIC_0028856,4
ISIC_0028876,4
ISIC_0028881,4
ISIC_0028913,4
ISIC_0028920,4
ISIC_0028925,4
ISIC_0028931,4
ISIC_0028943,4
ISIC_0028952,4
ISIC_0028958,4
ISIC_0028970,4
ISIC_0028972,4
ISIC_0028977,4
ISIC_0028992,4
ISIC_0028995,4
ISIC_0029003,4
ISIC_0029010,4
ISIC_0029012,4
ISIC_0029014,4
ISIC_0029022,4
ISIC_0029029,4
ISIC_0029031,4
ISIC_0029032,4
ISIC_0029036,4
ISIC_0029040,4
ISIC_0029048,4
ISIC_0029051,4
ISIC_0029060,4
ISIC_0029061,4
ISIC_0029062,4
ISIC_0029068,4
ISIC_0029070,4
ISIC_0029080,4
ISIC_0029100,4
ISIC_0029101,4
ISIC_0029102,4
ISIC_0029107,4
ISIC_0029108,4
ISIC_0029113,4
ISIC_0029115,4
ISIC_0029126,4
ISIC_0029135,4
ISIC_0029139,4
ISIC_0029147,4
ISIC_0029161,4
ISIC_0029166,4
ISIC_0029176,4
ISIC_0029195,4
ISIC_0029202,4
ISIC_0029206,4
ISIC_0029213,4
ISIC_0029217,4
ISIC_0029227,4
ISIC_0029232,4
ISIC_0029233,4
ISIC_0029235,4
ISIC_0029243,4
ISIC_0029249,4
ISIC_0029251,4
ISIC_0029260,4
ISIC_0029270,4
ISIC_0029288,4
ISIC_0029289,4
ISIC_0029291,4
ISIC_0029301,4
ISIC_0029302,4
ISIC_0029308,4
ISIC_0029311,4
ISIC_0029320,4
ISIC_0029329,4
ISIC_0029340,4
ISIC_0029345,4
ISIC_0029358,4
ISIC_0029384,4
ISIC_0029394,4
ISIC_0029396,4
ISIC_0029406,4
ISIC_0029413,4
ISIC_0029418,4
ISIC_0029420,4
ISIC_0029425,4
ISIC_0029427,4
ISIC_0029443,4
ISIC_0029455,4
ISIC_0029464,4
ISIC_0029472,4
ISIC_0029474,4
ISIC_0029505,4
ISIC_0029518,4
ISIC_0029519,4
ISIC_0029522,4
ISIC_0029525,4
ISIC_0029527,4
ISIC_0029548,4
ISIC_0029555,4
ISIC_0029557,4
ISIC_0029559,4
ISIC_0029568,4
ISIC_0029576,4
ISIC_0029580,4
